"TIME","GEO","INDIC_TO","UNIT","NACE_R2","Value","Flag and Footnotes"
"2001","Iceland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,742,380",""
"2001","Liechtenstein","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","183,450",""
"2001","Norway","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","24,332,494",""
"2001","Switzerland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","68,316,232",""
"2001","Montenegro","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2001","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","728,848",""
"2001","Serbia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2001","Turkey","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2002","European Union (28 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2002","European Union (27 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2002","Belgium","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","29,092,541",""
"2002","Bulgaria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","10,285,668",""
"2002","Czech Republic","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","37,109,835",""
"2002","Denmark","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","25,673,644",""
"2002","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","291,485,519",""
"2002","Estonia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,695,669",""
"2002","Ireland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","31,609,900",""
"2002","Greece","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","54,466,309",""
"2002","Spain","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","338,869,378",""
"2002","France","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","289,540,127",""
"2002","Croatia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","34,346,675",""
"2002","Italy","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","345,247,050",""
"2002","Cyprus","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","16,159,347",""
"2002","Latvia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,692,929",""
"2002","Lithuania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,656,063",""
"2002","Luxembourg","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,669,973",""
"2002","Hungary","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,449,935",""
"2002","Malta","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2002","Netherlands","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","82,371,500",""
"2002","Austria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","93,770,689",""
"2002","Poland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","44,211,584",""
"2002","Portugal","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","41,811,198",""
"2002","Romania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","17,276,804",""
"2002","Slovenia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,027,990",""
"2002","Slovakia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","12,215,224",""
"2002","Finland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","15,992,872",""
"2002","Sweden","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","42,895,324",""
"2002","United Kingdom","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","263,769,000",""
"2002","Iceland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,860,685",""
"2002","Liechtenstein","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","165,822",""
"2002","Norway","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","24,383,703",""
"2002","Switzerland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2002","Montenegro","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2002","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,030,847",""
"2002","Serbia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2002","Turkey","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2003","European Union (28 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2003","European Union (27 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2003","Belgium","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","29,018,507",""
"2003","Bulgaria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","12,521,479",""
"2003","Czech Republic","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","39,343,250",""
"2003","Denmark","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","26,289,125",""
"2003","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","292,965,191",""
"2003","Estonia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,084,433",""
"2003","Ireland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","33,036,000",""
"2003","Greece","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","54,502,104",""
"2003","Spain","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","342,540,544",""
"2003","France","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","283,097,308",""
"2003","Croatia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","35,245,898",""
"2003","Italy","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","344,413,317",""
"2003","Cyprus","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14,457,937",""
"2003","Latvia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,807,337",""
"2003","Lithuania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,660,032",""
"2003","Luxembourg","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,736,134",""
"2003","Hungary","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,611,114",""
"2003","Malta","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2003","Netherlands","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","81,205,900",""
"2003","Austria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","95,239,650",""
"2003","Poland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","45,347,845",""
"2003","Portugal","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","41,583,232",""
"2003","Romania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","17,844,583",""
"2003","Slovenia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,198,373",""
"2003","Slovakia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","11,938,658",""
"2003","Finland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","16,081,812",""
"2003","Sweden","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","44,053,559",""
"2003","United Kingdom","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","247,904,000",""
"2003","Iceland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,984,448",""
"2003","Liechtenstein","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","165,941",""
"2003","Norway","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","23,808,599",""
"2003","Switzerland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2003","Montenegro","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2003","Serbia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2003","Turkey","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2004","European Union (28 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,185,962,814",""
"2004","European Union (27 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,149,971,343",""
"2004","Belgium","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","28,494,396",""
"2004","Bulgaria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14,160,067",""
"2004","Czech Republic","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","40,780,708",""
"2004","Denmark","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","26,119,065",""
"2004","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","338,768,840",""
"2004","Estonia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,757,715",""
"2004","Ireland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","32,436,000",""
"2004","Greece","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","52,554,021",""
"2004","Spain","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","344,269,394",""
"2004","France","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","283,017,422",""
"2004","Croatia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","35,991,471",""
"2004","Italy","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","345,616,227",""
"2004","Cyprus","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14,717,269",""
"2004","Latvia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,065,904",""
"2004","Lithuania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,167,879",""
"2004","Luxembourg","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,721,730",""
"2004","Hungary","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,899,483",""
"2004","Malta","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,737,121",""
"2004","Netherlands","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","80,912,600",""
"2004","Austria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","95,258,076",""
"2004","Poland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","46,657,127",""
"2004","Portugal","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","41,722,947",""
"2004","Romania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,500,550",""
"2004","Slovenia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,301,691",""
"2004","Slovakia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","10,631,959",""
"2004","Finland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","16,626,590",""
"2004","Sweden","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","42,665,991",""
"2004","United Kingdom","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","231,410,571",""
"2004","Iceland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,133,630",""
"2004","Liechtenstein","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","161,128",""
"2004","Norway","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","25,274,179",""
"2004","Switzerland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2004","Montenegro","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2004","Serbia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2004","Turkey","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2005","European Union (28 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,286,012,104",""
"2005","European Union (27 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,248,719,656",""
"2005","Belgium","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","28,380,693",""
"2005","Bulgaria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","16,071,313",""
"2005","Czech Republic","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","40,320,477",""
"2005","Denmark","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","26,227,436",""
"2005","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","343,981,015",""
"2005","Estonia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,111,577",""
"2005","Ireland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","32,097,000",""
"2005","Greece","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","55,264,093",""
"2005","Spain","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","353,392,408",""
"2005","France","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","295,593,643",""
"2005","Croatia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","37,292,448",""
"2005","Italy","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","355,016,650",""
"2005","Cyprus","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","15,058,319",""
"2005","Latvia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,634,207",""
"2005","Lithuania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,622,957",""
"2005","Luxembourg","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,682,040",""
"2005","Hungary","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","19,737,358",""
"2005","Malta","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,567,827",""
"2005","Netherlands","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","80,160,700",""
"2005","Austria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","97,030,589",""
"2005","Poland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","48,618,414",""
"2005","Portugal","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","43,265,082",""
"2005","Romania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,372,988",""
"2005","Slovenia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,307,667",""
"2005","Slovakia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","10,621,296",""
"2005","Finland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","17,259,037",""
"2005","Sweden","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","44,940,256",""
"2005","United Kingdom","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","280,384,614",""
"2005","Iceland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,189,208",""
"2005","Liechtenstein","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","165,305",""
"2005","Norway","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","26,272,529",""
"2005","Switzerland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2005","Montenegro","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2005","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2005","Serbia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2005","Turkey","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2006","European Union (28 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,341,842,337",""
"2006","European Union (27 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,304,497,715",""
"2006","Belgium","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","29,370,925",""
"2006","Bulgaria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","17,355,363",""
"2006","Czech Republic","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","41,447,797",""
"2006","Denmark","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","27,267,050",""
"2006","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","351,223,970",""
"2006","Estonia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,543,330",""
"2006","Ireland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","33,655,000",""
"2006","Greece","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","57,796,551",""
"2006","Spain","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","379,275,542",""
"2006","France","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","297,481,567",""
"2006","Croatia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","37,344,622",""
"2006","Italy","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","366,764,778",""
"2006","Cyprus","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14,438,592",""
"2006","Latvia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,113,846",""
"2006","Lithuania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,935,729",""
"2006","Luxembourg","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,611,142",""
"2006","Hungary","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","19,652,026",""
"2006","Malta","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,405,218",""
"2006","Netherlands","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","83,943,300",""
"2006","Austria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","98,129,546",""
"2006","Poland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","51,234,965",""
"2006","Portugal","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","45,521,904",""
"2006","Romania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,991,695",""
"2006","Slovenia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,448,076",""
"2006","Slovakia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","11,011,440",""
"2006","Finland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,168,869",""
"2006","Sweden","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","47,696,546",""
"2006","United Kingdom","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","266,012,948",""
"2006","Iceland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,411,246",""
"2006","Liechtenstein","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","170,308",""
"2006","Norway","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","27,488,581",""
"2006","Switzerland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2006","Montenegro","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2006","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2006","Serbia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2006","Turkey","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":",""
"2007","European Union (28 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,352,043,082","e"
"2007","European Union (27 countries)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,313,724,244","e"
